ATENDIMENTO_BAIRRO_NOME,EQUIPAMENTO_URBANO_NOME,FLAG_EQUIPAMENTO_URBANO,FLAG_FLAGRANTE,LOGRADOURO_NOME_CURITIBA,NATUREZA1_DEFESA_CIVIL,NATUREZA1_DESCRICAO,SUBCATEGORIA1_DESCRICAO,NATUREZA2_DEFESA_CIVIL,NATUREZA2_DESCRICAO,SUBCATEGORIA2_DESCRICAO,NATUREZA3_DEFESA_CIVIL,NATUREZA3_DESCRICAO,SUBCATEGORIA3_DESCRICAO,NATUREZA4_DEFESA_CIVIL,NATUREZA4_DESCRICAO,SUBCATEGORIA4_DESCRICAO,NATUREZA5_DEFESA_CIVIL,NATUREZA5_DESCRICAO,SUBCATEGORIA5_DESCRICAO,OCORRENCIA_ANO,OCORRENCIA_CODIGO,OCORRENCIA_DATA,OCORRENCIA_DIA_SEMANA,OCORRENCIA_HORA,OCORRENCIA_MES,OPERACAO_DESCRICAO,ORIGEM_CHAMADO_DESCRICAO,REGIONAL_FATO_NOME,SECRETARIA_NOME
São Francisco,,f,NÃO,"Avenida Jaime Reis, Curitiba, PR",0,Apoio,Apoio à SMU,,,,,,,,,,,,,2025,08139/2025,08/03/2025,Sábado,23:20:00,3,AIFU,153,Matriz,
Boqueirão,,f,NÃO,"Rua Paulo Setúbal, Curitiba, PR",0,Abandono de incapaz,,,,,,,,,,,,,,2025,08140/2025,08/03/2025,Sábado,23:25:00,3,,153,Boqueirão,
Centro,,f,NÃO,"Rua Francisco Torres, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,08141/2025,08/03/2025,Sábado,23:27:00,3,,153,Matriz,
Bigorrilho,,f,NÃO,"Rua Alferes Ângelo Sampaio, Curitiba, PR",0,Apoio,Apoio à SMU,,,,,,,,,,,,,2025,08142/2025,08/03/2025,Sábado,23:44:00,3,AIFU,153,Matriz,
Abranches,,f,NÃO,"Rua Victor Kotovis, Curitiba, PR",0,Vistoria,,,,,,,,,,,,,,2025,08143/2025,08/03/2025,Sábado,23:45:00,3,,153,Boa Vista,
Capão Raso,,f,NÃO,"Rua Deputado Ardinal Ribas, Curitiba, PR",0,Desaparecimento,,,,,,,,,,,,,,2025,08144/2025,09/03/2025,Domingo,00:08:00,3,,153,Pinheirinho,
Centro,,f,NÃO,"Rua Voluntários da Pátria, Curitiba, PR",0,Vias de Fato,,,,,,,,,,,,,,2025,08145/2025,09/03/2025,Domingo,00:24:00,3,,153,Matriz,
Jardim Botânico,,f,NÃO,"Avenida Doutor Dario Lopes dos Santos, Curitiba, PR",0,Trânsito,COLISAO AUTO X ANTEPARO,,,,,,,,,,,,,2025,08147/2025,09/03/2025,Domingo,00:40:00,3,,À VIATURA,Matriz,
Ganchinho,,f,NÃO,"Rua Enzo Scaletti, Curitiba, PR",0,Perturbação do sossego,,,,,,,,,,,,,,2025,08146/2025,09/03/2025,Domingo,00:44:00,3,,153,Bairro Novo,
Campo de Santana,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL HERMES MACEDO,t,NÃO,"Rua Emanoel Ernesto Bertoldi, Curitiba, PR",0,Dano,Pichação,,,,,,,,,,,,,2025,08148/2025,09/03/2025,Domingo,01:14:00,3,,153,Tatuquara,Secretaria Municipal da Educação
Boqueirão,,f,NÃO,"Rua Tenente Francisco Ferreira de Souza, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Semáforos,,,,,,,,,,,,,2025,08154/2025,09/03/2025,Domingo,02:00:00,3,,GM,Boqueirão,
Cidade Industrial,,f,NÃO,"Rua Atílio Vieira de Moura, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,08149/2025,09/03/2025,Domingo,02:38:00,3,,156,CIC,
Alto da Glória,UNIDADE DE ACOLHIMENTO INSTITUCIONAL - ABRIGO INSTITUCIONAL CASA DO PIÁ 3,t,NÃO,"Rua Mauá, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,08150/2025,09/03/2025,Domingo,02:44:00,3,,153,Matriz,Fundação de Ação Social
Novo Mundo,ESTAÇÃO TUBO CIC NORTE,t,NÃO,"Rua das Araras, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,08151/2025,09/03/2025,Domingo,02:47:00,3,,PM-PR,CIC,Urbanização de Curitiba S.A.
Cristo Rei,ESTAÇÃO TUBO JARDIM BOTÂNICO 1,t,NÃO,"Canaleta Exclusiva BRT, Curitiba, PR",0,Apoio,Apoio à URBS,,,,,,,,,,,,,2025,08152/2025,09/03/2025,Domingo,03:30:00,3,,153,Matriz,Urbanização de Curitiba S.A.
Guaíra,,f,NÃO,"Rua Sergipe, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,08153/2025,09/03/2025,Domingo,03:37:00,3,,153,Portão,
São Francisco,AUDITÓRIO DAS RUÍNAS DE SÃO FRANCISCO,t,SIM,"Rua Kellers, Curitiba, PR",0,Dano,Pichação,,,,,,,,,,,,,2025,08155/2025,09/03/2025,Domingo,04:22:00,3,,CCO MURALHA DIGITAL,Matriz,Fundação Cultural de Curitiba
Uberaba,,f,NÃO,"Rua Sílvio da Maia Moreira, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,08156/2025,09/03/2025,Domingo,04:39:00,3,,153,Cajuru,
Uberaba,,f,NÃO,"Rua Sílvio da Maia Moreira, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,08157/2025,09/03/2025,Domingo,04:39:00,3,,153,Cajuru,
Portão,,f,NÃO,"Rua Luiz Parigot de Souza, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Semáforos,,,,,,,,,,,,,2025,08158/2025,09/03/2025,Domingo,05:16:00,3,,REDE SOCIAL,Portão,
São Braz,,f,NÃO,"Rua Ludovico Lucca, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,08159/2025,09/03/2025,Domingo,05:54:00,3,,153,Santa Felicidade,
São Francisco,,f,NÃO,"Avenida Jaime Reis, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,08160/2025,09/03/2025,Domingo,06:06:00,3,,153,Matriz,
Boa Vista,,f,NÃO,"Rua N. Senhora de Nazaré, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Elétrica,,,,,,,,,,,,,2025,08161/2025,09/03/2025,Domingo,06:16:00,3,,153,Boa Vista,
Campo de Santana,,f,NÃO,"Rua Humberto Bertoldi, Curitiba, PR",0,Vistoria,,,,,,,,,,,,,,2025,08162/2025,09/03/2025,Domingo,06:59:00,3,,153,Tatuquara,
Boqueirão,,f,NÃO,"Rua da Cidadania do Carmo, Curitiba, PR",0,Escolta,,,,,,,,,,,,,,2025,08163/2025,09/03/2025,Domingo,08:08:00,3,,OFÍCIO,Boqueirão,
São Lourenço,,f,NÃO,"Rua Flávio Dallegrave, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,08164/2025,09/03/2025,Domingo,08:31:00,3,,156,Boa Vista,
Bacacheri,,f,NÃO,"Avenida José Gulin, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,08165/2025,09/03/2025,Domingo,08:36:00,3,,156,Boa Vista,
Mercês,UNIDADE DE INTERESSE DE PRESERVAÇÃO CHAMINÉ DO PARQUE BARIGUI,t,NÃO,"Alameda Professor Rubens Requião, Curitiba, PR",0,Achado,Achado de objeto,,,,,,,,,,,,,2025,08167/2025,09/03/2025,Domingo,09:00:00,3,,GM,Matriz,
Sítio Cercado,,f,SIM,"Rua Marte, Curitiba, PR",0,Dano,Pichação,,,,,,,,,,,,,2025,08166/2025,09/03/2025,Domingo,09:31:00,3,,153,Bairro Novo,
Rebouças,,f,NÃO,"Rua Engenheiros Rebouças, Curitiba, PR",0,Furto,Veículo,,,,,,,,,,,,,2025,08169/2025,09/03/2025,Domingo,09:40:00,3,,GM,Matriz,
Pilarzinho,,f,NÃO,"Rua Adelina Gasparim Wille, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,08168/2025,09/03/2025,Domingo,09:53:00,3,,156,Boa Vista,
Bacacheri,,f,NÃO,"Rua Professor Jorge Leitner, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08170/2025,09/03/2025,Domingo,10:08:00,3,,156,Boa Vista,
Cajuru,,f,NÃO,"Rua José Clóvis de Oliveira Weisheimer, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,08171/2025,09/03/2025,Domingo,10:09:00,3,,SETRAN,Cajuru,
Bairro Alto,,f,NÃO,"Rua José de Oliveira Franco, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,08172/2025,09/03/2025,Domingo,10:18:00,3,,156,Boa Vista,
Capão Raso,,f,NÃO,"Rua José Dorigo, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08173/2025,09/03/2025,Domingo,10:20:00,3,,SETRAN,Pinheirinho,
Lindóia,,f,NÃO,"Rua Leon Tolstoi, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,08174/2025,09/03/2025,Domingo,10:23:00,3,,SETRAN,Pinheirinho,
Portão,,f,NÃO,"Rua Vieira Fazenda, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,08176/2025,09/03/2025,Domingo,10:24:00,3,,156,Portão,
Sítio Cercado,,f,NÃO,"Rua Izaac Ferreira da Cruz, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08175/2025,09/03/2025,Domingo,10:24:00,3,,SETRAN,Bairro Novo,
Boqueirão,,f,NÃO,"Rua João Eloy Cardoso, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,08177/2025,09/03/2025,Domingo,10:26:00,3,,SETRAN,Boqueirão,
Centro,,f,NÃO,"Rua Senador Alencar Guimarães, Curitiba, PR",0,Invasão,Invasão ao transporte coletivo,,,,,,,,,,,,,2025,08178/2025,09/03/2025,Domingo,10:28:00,3,,153,Matriz,
Centro,,f,NÃO,"Rua Senador Alencar Guimarães, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,08188/2025,09/03/2025,Domingo,10:30:00,3,,IMEDIATA,Matriz,
Santo Inácio,CENTRO DE EDUCAÇÃO PERMANENTE PARQUE BARIGUI,t,NÃO,"Alameda Ecológica Burle Marx, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08179/2025,09/03/2025,Domingo,10:52:00,3,,SETRAN,Santa Felicidade,Instituto Municipal de Administração Pública
Tingui,,f,NÃO,"Avenida Monteiro Tourinho, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra criança,,,,,,,,,,,,,2025,08182/2025,09/03/2025,Domingo,11:27:00,3,,153,Boa Vista,
Pilarzinho,,f,NÃO,"Rua João Bonatto, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,08181/2025,09/03/2025,Domingo,11:29:00,3,,IMEDIATA,Boa Vista,
Boqueirão,,f,NÃO,"Rua Pastor Carlos Frank, Curitiba, PR",0,Dano,Arrombamento,,,,,,,,,,,,,2025,08185/2025,09/03/2025,Domingo,11:30:00,3,,IMEDIATA,Boqueirão,
Santa Cândida,,f,NÃO,"Rua Ângelo Gulin, Curitiba, PR",0,Apoio,Apoio à outros órgãos,,,,,,,,,,,,,2025,08183/2025,09/03/2025,Domingo,11:30:00,3,,IMEDIATA,Boa Vista,
Santa Felicidade,,f,NÃO,"Rua Padre José Martini, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08184/2025,09/03/2025,Domingo,11:42:00,3,,SETRAN,Santa Felicidade,
Parolin,,f,NÃO,"Rua Acácio Correia, Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,08186/2025,09/03/2025,Domingo,11:48:00,3,,153,Portão,
Centro,,f,NÃO,"Rua Senador Alencar Guimarães, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,08187/2025,09/03/2025,Domingo,11:56:00,3,,IMEDIATA,Matriz,
Abranches,,f,NÃO,"Rua René Descartes, Curitiba, PR",0,Apoio,Apoio à SMS,,,,,,,,,,,,,2025,08189/2025,09/03/2025,Domingo,12:00:00,3,,IMEDIATA,Boa Vista,
Boqueirão,,f,NÃO,"Rua João Eloy Cardoso, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,08190/2025,09/03/2025,Domingo,12:31:00,3,,156,Boqueirão,
Sítio Cercado,,f,NÃO,"Rua Doutor Lauro Gentio Portugal Tavares, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,08191/2025,09/03/2025,Domingo,12:45:00,3,,153,Bairro Novo,
Cajuru,,f,NÃO,"Rua Manoel Kemp, Curitiba, PR",0,Apoio,Apoio ao cidadão - ORIENTAÇÃO,,,,,,,,,,,,,2025,08200/2025,09/03/2025,Domingo,13:20:00,3,,GM,Cajuru,
Cidade Industrial,,f,NÃO,"Rua Leandro Dacheux do Nascimento Júnior, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,08192/2025,09/03/2025,Domingo,13:28:00,3,,SETRAN,CIC,
Capão da Imbuia,,f,NÃO,"Rua Benedito França, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,08193/2025,09/03/2025,Domingo,13:32:00,3,,SETRAN,Cajuru,
Santo Inácio,,f,NÃO,"Alameda Ecológica Burle Marx, Curitiba, PR",0,Criança perdida/desaparecida,,,,,,,,,,,,,,2025,08194/2025,09/03/2025,Domingo,13:38:00,3,,153,Santa Felicidade,
Cidade Industrial,,f,NÃO,"Rua Irmã Genoveva Valenga, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08195/2025,09/03/2025,Domingo,14:03:00,3,,SETRAN,CIC,
Água Verde,,f,NÃO,"Avenida Rep. Argentina, Curitiba, PR",0,Apoio,Apoio ao cidadão - ORIENTAÇÃO,,,,,,,,,,,,,2025,08196/2025,09/03/2025,Domingo,14:14:00,3,,GM,Portão,
Tatuquara,,f,NÃO,"Rodovia do Xisto, Curitiba, PR",0,Trânsito,Acidente de trânsito,,,,,,,,,,,,,2025,08197/2025,09/03/2025,Domingo,14:19:00,3,,PRF,Tatuquara,
Boqueirão,,f,NÃO,"Avenida Marechal Floriano Peixoto, Curitiba, PR",0,Apoio,Apoio ao cidadão - ORIENTAÇÃO,,,,,,,,,,,,,2025,08237/2025,09/03/2025,Domingo,14:30:00,3,,GM,Boqueirão,
Cidade Industrial,,f,NÃO,"Rua Lodovico Kaminski, Curitiba, PR",0,Invasão,Invasão de equipamento/patrimônio público,,,,,,,,,,,,,2025,08198/2025,09/03/2025,Domingo,14:36:00,3,,153,CIC,
Fazendinha,,f,NÃO,"Rua Carlos Klemtz, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,08199/2025,09/03/2025,Domingo,14:45:00,3,,IMEDIATA,Portão,
Augusta,,f,NÃO,"Rua Ângelo Marqueto, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,08202/2025,09/03/2025,Domingo,14:50:00,3,,IMEDIATA,CIC,
Cidade Industrial,,f,NÃO,"RUA HERCÍLIO KULCHESKI, Curitiba, PR",0,Substância Ilícita,Tráfico de drogas,,,,,,,,,,,,,2025,08203/2025,09/03/2025,Domingo,14:52:00,3,,156,CIC,
Novo Mundo,,f,NÃO,"Avenida República Argentina, Curitiba, PR",0,Risco de acidente / à vida,Rabeira em veículo coletivo,,,,,,,,,,,,,2025,08201/2025,09/03/2025,Domingo,15:10:00,3,,153,Pinheirinho,
Guabirotuba,,f,NÃO,"Rua Alcides Therézio de Carvalho, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,08204/2025,09/03/2025,Domingo,15:17:00,3,,156,Cajuru,
Centro,,f,NÃO,"Rua Nilo Cairo, Curitiba, PR",0,Apoio,Apoio ao SAMU,,,,,,,,,,,,,2025,08205/2025,09/03/2025,Domingo,15:24:00,3,,153,Matriz,
Cidade Industrial,,f,NÃO,"Rua Raul Pompéia, Curitiba, PR",0,Apoio,Apoio à URBS,,,,,,,,,,,,,2025,08211/2025,09/03/2025,Domingo,15:37:00,3,,IMEDIATA,CIC,
Água Verde,,f,NÃO,"Rua Petit Carneiro, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08206/2025,09/03/2025,Domingo,15:47:00,3,,156,Portão,
Guaíra,,f,NÃO,"Rua São Paulo, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,08208/2025,09/03/2025,Domingo,15:49:00,3,,156,Portão,
Portão,,f,NÃO,"Avenida Presidente Arthur da Silva Bernardes, Curitiba, PR",0,Trânsito,Direção perigosa,,,,,,,,,,,,,2025,08207/2025,09/03/2025,Domingo,15:50:00,3,,156,Portão,
Pilarzinho,,f,NÃO,"Rua Dona Branca do Nascimento Miranda, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,08212/2025,09/03/2025,Domingo,15:50:00,3,,IMEDIATA,Boa Vista,
Fazendinha,,f,NÃO,"Rua Jair Fernandes de Araújo, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a veículo,,,,,,,,,,,,,2025,08213/2025,09/03/2025,Domingo,15:57:00,3,,IMEDIATA,Portão,
Campina do Siqueira,ESTAÇÃO TUBO MAJOR HEITOR GUIMARÃES 2,t,NÃO,"Rua Deputado Heitor Alencar Furtado, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,08209/2025,09/03/2025,Domingo,15:57:00,3,,IMEDIATA,Santa Felicidade,Urbanização de Curitiba S.A.
Campo Comprido,,f,NÃO,"Rua Deputado Heitor Alencar Furtado, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a veículo,,,,,,,,,,,,,2025,08234/2025,09/03/2025,Domingo,16:00:00,3,,GM,Portão,
Fazendinha,,f,NÃO,"Rua Carlos Klemtz, Curitiba, PR",0,Banho em local impróprio,,,,,,,,,,,,,,2025,08210/2025,09/03/2025,Domingo,16:06:00,3,,153,Portão,
Campo Comprido,,f,NÃO,"Rua Deputado Heitor Alencar Furtado, Curitiba, PR",0,Escolta,,,,,,,,,,,,,,2025,08224/2025,09/03/2025,Domingo,16:20:00,3,,GM,Portão,
Bigorrilho,,f,NÃO,"Rua Coronel Dulcídio, Curitiba, PR",0,Trânsito,Direção perigosa,,,,,,,,,,,,,2025,08214/2025,09/03/2025,Domingo,16:25:00,3,,153,Matriz,
Tatuquara,,f,NÃO,"Rua João Enéas Ramos de Sá, Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,08215/2025,09/03/2025,Domingo,16:29:00,3,,153,Tatuquara,
Tatuquara,,f,NÃO,"Rua João Enéas Ramos de Sá, Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,08216/2025,09/03/2025,Domingo,16:37:00,3,,153,Tatuquara,
Água Verde,,f,NÃO,"Avenida Presidente Getúlio Vargas, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,08218/2025,09/03/2025,Domingo,16:45:00,3,,153,Portão,
Campo de Santana,,f,NÃO,"Rua Ângelo Tozim, Curitiba, PR",0,Corte Irregular de Árvore,,,,,,,,,,,,,,2025,08217/2025,09/03/2025,Domingo,16:46:00,3,,153,Tatuquara,
Pilarzinho,,f,NÃO,"Rua David Hume, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,08223/2025,09/03/2025,Domingo,16:50:00,3,,153,Boa Vista,
Centro,,f,NÃO,"Rua Presidente Faria, Curitiba, PR",0,Furto,Transeunte,,,,,,,,,,,,,2025,08230/2025,09/03/2025,Domingo,16:55:00,3,,IMEDIATA,Matriz,
Capão Raso,,f,NÃO,"Rua Francisco Raitani, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08219/2025,09/03/2025,Domingo,16:55:00,3,,156,Pinheirinho,
Campina do Siqueira,,f,NÃO,"Rua Deputado Heitor Alencar Furtado, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,08220/2025,09/03/2025,Domingo,16:57:00,3,,156,Santa Felicidade,
São Miguel,,f,NÃO,"Rua Durval Leopoldo Landal, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,08221/2025,09/03/2025,Domingo,16:59:00,3,,156,CIC,
Água Verde,,f,NÃO,"Rua Santo Amaro, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,08222/2025,09/03/2025,Domingo,17:00:00,3,,156,Portão,
Novo Mundo,,f,NÃO,"Rua Laudelino Ferreira Lopes, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,08225/2025,09/03/2025,Domingo,17:06:00,3,,156,Pinheirinho,
Tarumã,,f,NÃO,"Avenida Victor Ferreira do Amaral, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,08226/2025,09/03/2025,Domingo,17:08:00,3,,156,Cajuru,
Mossunguê,,f,NÃO,"Rua Professor Pedro Viriato Parigot de Souza, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08227/2025,09/03/2025,Domingo,17:10:00,3,,156,Santa Felicidade,
Tingui,,f,NÃO,"Rua João Ivanoski, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08228/2025,09/03/2025,Domingo,17:10:00,3,,SETRAN,Boa Vista,
Guabirotuba,,f,NÃO,"Rua Araújo Porto Alegre, Curitiba, PR",0,Perturbação do sossego,,,,,,,,,,,,,,2025,08229/2025,09/03/2025,Domingo,17:14:00,3,,153,Cajuru,
Água Verde,,f,NÃO,"Rua Amazonas, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,08232/2025,09/03/2025,Domingo,17:23:00,3,,156,Portão,
Novo Mundo,,f,NÃO,"Rua Laudelino Ferreira Lopes, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,08233/2025,09/03/2025,Domingo,17:32:00,3,,156,Pinheirinho,
Abranches,,f,NÃO,"Rua João Gava, Curitiba, PR",0,Apoio,Apoio à URBS,,,,,,,,,,,,,2025,08245/2025,09/03/2025,Domingo,18:00:00,3,,IMEDIATA,Boa Vista,
Bairro Alto,,f,NÃO,"Rua Marco Polo, Curitiba, PR",0,Ronda,,,,,,,,,,,,,,2025,08235/2025,09/03/2025,Domingo,18:02:00,3,,153,Boa Vista,
Guabirotuba,,f,NÃO,"Rua de Rondônia, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,08236/2025,09/03/2025,Domingo,18:08:00,3,,IMEDIATA,Cajuru,
Santo Inácio,,f,NÃO,"Alameda Ecológica Burle Marx, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00048/2025,09/03/2025,Domingo,18:17:00,3,,153,Santa Felicidade,
Uberaba,,f,NÃO,"Rua Gustavo Barrozo Gonçalves, Curitiba, PR",0,Apoio,Apoio à outros órgãos,,,,,,,,,,,,,2025,08238/2025,09/03/2025,Domingo,18:22:00,3,,G5,Cajuru,
Santo Inácio,,f,NÃO,"Alameda Ecológica Burle Marx, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08239/2025,09/03/2025,Domingo,18:24:00,3,,153,Santa Felicidade,
Santa Felicidade,,f,NÃO,"Rua Germano Roggenbaum, Curitiba, PR",0,Disparo de arma,Disparo com Dispositivo Elétrico Incapacitante,,,,,,,,,,,,,2025,08240/2025,09/03/2025,Domingo,18:35:00,3,,GM,Santa Felicidade,
Cidade Industrial,,f,NÃO,"Rua Vicente Albertino Marchalek, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,08241/2025,09/03/2025,Domingo,18:48:00,3,,156,CIC,
Bacacheri,,f,NÃO,"Rua Amadeu Assad Yassim, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,08242/2025,09/03/2025,Domingo,18:50:00,3,,156,Boa Vista,
Santa Felicidade,,f,NÃO,"Rua José Risseto, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,08243/2025,09/03/2025,Domingo,18:52:00,3,,SETRAN,Santa Felicidade,
Cidade Industrial,,f,NÃO,"Rua Valdomiro Bührer, Curitiba, PR",0,Transito,Fiscalização de Estacionamento Irregular,,,,,,,,,,,,,2025,00049/2025,09/03/2025,Domingo,19:03:00,3,,156,CIC,
Jardim das Américas,,f,NÃO,"Rua República Islâmica do Irã, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,08244/2025,09/03/2025,Domingo,19:07:00,3,,156,Cajuru,
Capão Raso,,f,NÃO,"Terminal Pinheirinho, Curitiba, PR",0,Substância Ilícita,Tráfico de drogas,,,,,,,,,,,,,2025,08246/2025,09/03/2025,Domingo,19:16:00,3,,153,Pinheirinho,
Alto Boqueirão,,f,NÃO,"Rua Ivaiporã, Curitiba, PR",1,Risco de queda de árvore,,,,,,,,,,,,,,2025,00179/2025,09/03/2025,Domingo,19:24:00,3,,153,Boqueirão,
Xaxim,,f,SIM,"Linha Verde, Curitiba, PR",0,Trânsito,COLISAO AUTO X AUTO,,,,,,,,,,,,,2025,08247/2025,09/03/2025,Domingo,19:40:00,3,,153,Boqueirão,
Boqueirão,,f,NÃO,"Rua Waldemar Loureiro Campos, Curitiba, PR",0,Transito,Fiscalização de Estacionamento Irregular,,,,,,,,,,,,,2025,00050/2025,09/03/2025,Domingo,19:53:00,3,,153,Boqueirão,
Tatuquara,,f,NÃO,"Rua Comandante José Jeiss Neto, Curitiba, PR",1,Alagamento,,,,,,,,,,,,,,2025,00180/2025,09/03/2025,Domingo,20:25:00,3,,À VIATURA,Tatuquara,
Tatuquara,,f,NÃO,"Rua João Sarot, Curitiba, PR",1,Alagamento,,,,,,,,,,,,,,2025,00181/2025,09/03/2025,Domingo,20:28:00,3,,156,Tatuquara,
